ID,SEQUENCE,POS,PROJECT,FILE
7473,test default table name owner entity name and pk column override,VB NN NN NN NN NN NN CC NN NN VB,hibernate-orm,DefaultNamingCollectionElementTest.java
7474,test default join column owner primary table and entity names override,VB NN NN NN NN JJ NN CC NN NNS VBP,hibernate-orm,DefaultNamingCollectionElementTest.java
7475,check default collection table name,VB NN NN NN NN,hibernate-orm,DefaultNamingCollectionElementTest.java
7476,test default join column no overrides,VB NN NN NN DT VBZ,hibernate-orm,DefaultNamingCollectionElementTest.java
7477,test default join column owner primary table override,VB NN NN NN NN JJ NN VBZ,hibernate-orm,DefaultNamingCollectionElementTest.java
7478,test default join column owner entity name and pk column override,VB NN NN NN NN NN NN CC NN NN VB,hibernate-orm,DefaultNamingCollectionElementTest.java
7479,test default table name owner primary table and entity names override,VB NN NN NN NN JJ NN CC NN NNS VBP,hibernate-orm,DefaultNamingCollectionElementTest.java
7480,check default join column name,VB NN NN NN NN,hibernate-orm,DefaultNamingCollectionElementTest.java
7481,configure metadata builder,VB NNS NN,hibernate-orm,DefaultNamingCollectionElementTest.java
7482,get annotated classes,VB VBN NNS,hibernate-orm,DefaultNamingCollectionElementTest.java
7483,get identifier sub attributes,VB NN JJ NNS,hibernate-orm,CompositionSingularSubAttributesHelper.java
7484,get composite collection element sub attributes,VB JJ NN NN JJ NNS,hibernate-orm,CompositionSingularSubAttributesHelper.java
7485,get composite collection index sub attributes,VB JJ NN NN JJ NNS,hibernate-orm,CompositionSingularSubAttributesHelper.java
7486,get singular sub attributes,VB JJ JJ NNS,hibernate-orm,CompositionSingularSubAttributesHelper.java
7487,iterator,NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7488,has next,VBZ JJ,hibernate-orm,CompositionSingularSubAttributesHelper.java
7489,next,JJ,hibernate-orm,CompositionSingularSubAttributesHelper.java
7490,get name,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7491,get type,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7492,is nullable,VBZ JJ,hibernate-orm,CompositionSingularSubAttributesHelper.java
7493,get source,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7494,get name,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7495,get type,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7496,is nullable,VBZ JJ,hibernate-orm,CompositionSingularSubAttributesHelper.java
7497,get source,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7498,get attributes,VB NNS,hibernate-orm,CompositionSingularSubAttributesHelper.java
7499,get association key,VB NN NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7500,get association nature,VB NN NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7501,to entity definition,TO NN NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7502,to any definition,TO DT NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7503,to collection definition,TO NN NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7504,determine fetch plan,VB NN NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7505,determine cascade style,VB NN NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7506,get hydrated compound value extractor,VB JJ NN NN NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7507,get name,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7508,get type,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7509,is nullable,VBZ JJ,hibernate-orm,CompositionSingularSubAttributesHelper.java
7510,get source,VB NN,hibernate-orm,CompositionSingularSubAttributesHelper.java
7511,remove,VB,hibernate-orm,CompositionSingularSubAttributesHelper.java
7512,evict,VB,hibernate-orm,ReadOnlyAccess.java
7513,evict all,VB DT,hibernate-orm,ReadOnlyAccess.java
7514,get,VB,hibernate-orm,ReadOnlyAccess.java
7515,get region,VB NN,hibernate-orm,ReadOnlyAccess.java
7516,put from load,VB IN VB,hibernate-orm,ReadOnlyAccess.java
7517,put from load,VB IN VB,hibernate-orm,ReadOnlyAccess.java
7518,remove,VB,hibernate-orm,ReadOnlyAccess.java
7519,remove all,VB DT,hibernate-orm,ReadOnlyAccess.java
7520,insert,VB,hibernate-orm,ReadOnlyAccess.java
7521,update,VB,hibernate-orm,ReadOnlyAccess.java
7522,lock item,VB NN,hibernate-orm,ReadOnlyAccess.java
7523,lock region,VB NN,hibernate-orm,ReadOnlyAccess.java
7524,unlock item,JJ NN,hibernate-orm,ReadOnlyAccess.java
7525,unlock region,JJ NN,hibernate-orm,ReadOnlyAccess.java
7526,after insert,IN NN,hibernate-orm,ReadOnlyAccess.java
7527,after update,IN NN,hibernate-orm,ReadOnlyAccess.java
7528,generate cache key,VB NN NN,hibernate-orm,ReadOnlyAccess.java
7529,get cache key id,VB NN NN NN,hibernate-orm,ReadOnlyAccess.java
7530,is unwrap proxies,VBZ JJ NNS,hibernate-orm,FetchCharacteristicsSingularAssociation.java
7531,test orm estorm1 support,VB NNP FW NN,hibernate-orm,OrmVersion1SupportedTest.java
7532,get xml files,VB NNP NNS,hibernate-orm,OrmVersion1SupportedTest.java
7533,test all,VB DT,hibernate-orm,XMLContextTest.java
7534,test configuration methods,VB NN NNS,hibernate-orm,SecuredBindingTest.java
7535,get fetch mode,VB VB NN,hibernate-orm,Fetchable.java
7536,set fetch mode,VB VB NN,hibernate-orm,Fetchable.java
7537,is lazy,VBZ JJ,hibernate-orm,Fetchable.java
7538,set lazy,VB NN,hibernate-orm,Fetchable.java
7539,get annotated classes,VB JJ NNS,hibernate-orm,SharedCacheModesTest.java
7540,test entity manager cache modes,VB NN NN NN NNS,hibernate-orm,SharedCacheModesTest.java
7541,test query cache modes,VB NN NN NNS,hibernate-orm,SharedCacheModesTest.java
7542,get relational value source,VB JJ NN NN,hibernate-orm,MultiTenancySource.java
7543,is shared,VBZ VBN,hibernate-orm,MultiTenancySource.java
7544,bind as parameter,VB IN NN,hibernate-orm,MultiTenancySource.java
7545,logged event,VBN NN,hibernate-orm,LogListener.java
7546,get status,VB NN,hibernate-orm,JtaStatusHelper.java
7547,get status,VB NN,hibernate-orm,JtaStatusHelper.java
7548,is active,VBZ JJ,hibernate-orm,JtaStatusHelper.java
7549,is active,VBZ JJ,hibernate-orm,JtaStatusHelper.java
7550,is active,VBZ JJ,hibernate-orm,JtaStatusHelper.java
7551,is rollback,VBZ NN,hibernate-orm,JtaStatusHelper.java
7552,is rollback,VBZ NN,hibernate-orm,JtaStatusHelper.java
7553,is rollback,VBZ NN,hibernate-orm,JtaStatusHelper.java
7554,is committed,VBZ VBN,hibernate-orm,JtaStatusHelper.java
7555,is committed,VBZ VBN,hibernate-orm,JtaStatusHelper.java
7556,is committed,VBZ VBN,hibernate-orm,JtaStatusHelper.java
7557,is marked for rollback,VBZ VBN IN NN,hibernate-orm,JtaStatusHelper.java
7558,get mappings,VB NNS,hibernate-orm,RowIdTest.java
7559,get cache concurrency strategy,VB NN NN NN,hibernate-orm,RowIdTest.java
7560,create schema,VB NN,hibernate-orm,RowIdTest.java
7561,after session factory built,IN NN NN VBN,hibernate-orm,RowIdTest.java
7562,execute,VB,hibernate-orm,RowIdTest.java
7563,test row id,VB NN NN,hibernate-orm,RowIdTest.java
7564,get annotated classes,VB JJ NNS,hibernate-orm,JoinSelfReferentialFetchProfileTest.java
7565,test enabling join fetch profile against self referential association,VB JJ NN VB NN IN PRP JJ NN,hibernate-orm,JoinSelfReferentialFetchProfileTest.java
7566,get annotated classes,VB JJ NNS,hibernate-orm,BasicInSessionTest.java
7567,test it,VB PRP,hibernate-orm,BasicInSessionTest.java
7568,enhacement test,NN NN,hibernate-orm,BasicInSessionTest.java
7569,get identifier generator factory,VB NN NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7570,get identifier type,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7571,get identifier property name,VB NN NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7572,get referenced property type,VB JJ NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7573,get session factory builder,VB NN NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7574,build session factory,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7575,get u u i d,VB NN NN NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7576,get database,VB NN,hibernate-orm,AbstractDelegatingMetadata.java
7577,get entity bindings,VB NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7578,get entity binding,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7579,get collection bindings,VB NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7580,get collection binding,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7581,get imports,VB NNS,hibernate-orm,AbstractDelegatingMetadata.java
7582,get named query definition,VB VBN NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7583,get named query definitions,VB VBN NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7584,get named native query definition,VB VBN JJ NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7585,get named native query definitions,VB VBN JJ NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7586,get named procedure call definitions,VB VBN NN NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7587,get result set mapping,VB NN VB NN,hibernate-orm,AbstractDelegatingMetadata.java
7588,get result set mapping definitions,VB NN VB NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7589,get type definition,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7590,get filter definitions,VB NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7591,get filter definition,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7592,get fetch profile,VB VB NN,hibernate-orm,AbstractDelegatingMetadata.java
7593,get fetch profiles,VB VB NNS,hibernate-orm,AbstractDelegatingMetadata.java
7594,get named entity graph,VB VBN NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7595,get named entity graphs,VB VBN NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7596,get identifier generator,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7597,collect table mappings,VB NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7598,get sql function map,VB NNP NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7599,get metadata building options,VB NNS NN NNS,hibernate-orm,AbstractDelegatingMetadata.java
7600,get type resolver,VB NN NN,hibernate-orm,AbstractDelegatingMetadata.java
7601,build named query repository,VB VBN RB NN,hibernate-orm,AbstractDelegatingMetadata.java
7602,validate,VB,hibernate-orm,AbstractDelegatingMetadata.java
7603,get mapped superclass mappings copy,VB VBN NN NNS NN,hibernate-orm,AbstractDelegatingMetadata.java
7604,get id,VB NN,hibernate-orm,SameIdTestEntity2.java
7605,set id,VB NN,hibernate-orm,SameIdTestEntity2.java
7606,get str 1,VB NN CD,hibernate-orm,SameIdTestEntity2.java
7607,set str 1,VB NN CD,hibernate-orm,SameIdTestEntity2.java
7608,equals,VBZ,hibernate-orm,SameIdTestEntity2.java
7609,hash code,NN NN,hibernate-orm,SameIdTestEntity2.java
7610,to insert sql,TO VB NNP,hibernate-orm,SDOGeometryExpressionTemplate.java
7611,hash code,NN NN,hibernate-orm,TableA.java
7612,equals,VBZ,hibernate-orm,TableA.java
7613,get test 2,VB NN CD,hibernate-orm,TableA.java
7614,set test 2,VB NN CD,hibernate-orm,TableA.java
7615,get test,VB NN,hibernate-orm,TableA.java
7616,set test,VB NN,hibernate-orm,TableA.java
7617,get id,VB NN,hibernate-orm,TableA.java
7618,set id,VB NN,hibernate-orm,TableA.java
7619,accept create commands,VB VB NNS,hibernate-orm,GenerationTargetToScript.java
7620,accept drop commands,VB VB NNS,hibernate-orm,GenerationTargetToScript.java
7621,release,VB,hibernate-orm,GenerationTargetToScript.java
7622,get name,VB NN,hibernate-orm,HibernateTypeSourceImpl.java
7623,get parameters,VB NNS,hibernate-orm,HibernateTypeSourceImpl.java
7624,get java type,VB NN NN,hibernate-orm,HibernateTypeSourceImpl.java
7625,resolve java type descriptor,VB NN NN NN,hibernate-orm,HibernateTypeSourceImpl.java
7626,get annotated classes,VB JJ NNS,hibernate-orm,QueryLockingTest.java
7627,add config options,VB NN NNS,hibernate-orm,QueryLockingTest.java
7628,test overall lock mode,VB JJ NN NN,hibernate-orm,QueryLockingTest.java
7629,test none lock mode for non select query allowed,VB RB NN NN IN RB VB NN VBN,hibernate-orm,QueryLockingTest.java
7630,test native sql,VB JJ NNP,hibernate-orm,QueryLockingTest.java
7631,test pessimistic forced increment overall,VB JJ JJ NN JJ,hibernate-orm,QueryLockingTest.java
7632,test pessimistic forced increment specific,VB JJ JJ NN JJ,hibernate-orm,QueryLockingTest.java
7633,test optimistic forced increment overall,VB JJ JJ NN JJ,hibernate-orm,QueryLockingTest.java
7634,test optimistic forced increment specific,VB JJ JJ NN JJ,hibernate-orm,QueryLockingTest.java
7635,test optimistic overall,VB JJ NN,hibernate-orm,QueryLockingTest.java
7636,test no version check after remove,VB DT NN NN IN VB,hibernate-orm,QueryLockingTest.java
7637,test optimistic specific,VB JJ NN,hibernate-orm,QueryLockingTest.java
7638,test entity lock mode state after query locking,VB NN NN NN NN IN NN JJ,hibernate-orm,QueryLockingTest.java
7639,get id,VB NN,hibernate-orm,QueryLockingTest.java
7640,set id,VB NN,hibernate-orm,QueryLockingTest.java
7641,get name,VB NN,hibernate-orm,QueryLockingTest.java
7642,set name,VB NN,hibernate-orm,QueryLockingTest.java
7643,get connection provider under test,VB NN NN IN NN,hibernate-orm,HikariTransactionIsolationConfigTest.java
7644,get id,VB NN,hibernate-orm,Port.java
7645,set id,VB NN,hibernate-orm,Port.java
7646,get boats,VB NNS,hibernate-orm,Port.java
7647,set boats,VB NNS,hibernate-orm,Port.java
7648,get annotated classes,VB JJ NNS,hibernate-orm,ParameterizedUserCollectionTypeAnnotationsVariantTest.java
7649,test optimistic lock exclude on name property,VB JJ NN VB IN NN NN,hibernate-orm,OptimisticLockAnnotationTest.java
7650,get annotated classes,VB JJ NNS,hibernate-orm,OptimisticLockAnnotationTest.java
7651,get annotated classes,VB JJ NNS,hibernate-orm,CollectionElementConversionTest.java
7652,test element collection conversion,VB NN NN NN,hibernate-orm,CollectionElementConversionTest.java
7653,hash code,NN NN,hibernate-orm,CollectionElementConversionTest.java
7654,equals,VBZ,hibernate-orm,CollectionElementConversionTest.java
7655,convert to database column,VB TO NN NN,hibernate-orm,CollectionElementConversionTest.java
7656,convert to entity attribute,VB TO NN NN,hibernate-orm,CollectionElementConversionTest.java
7657,render where string template,VB WRB NN NN,hibernate-orm,Template.java
7658,render where string template,VB WRB NN NN,hibernate-orm,Template.java
7659,render where string template,VB WRB NN NN,hibernate-orm,Template.java
7660,extract until,VB IN,hibernate-orm,Template.java
7661,map,VB,hibernate-orm,Template.java
7662,render order by string template,VB NN IN NN NN,hibernate-orm,Template.java
7663,render order by string template,VB NN IN NN NN,hibernate-orm,Template.java
7664,resolve table alias,VB NN NN,hibernate-orm,Template.java
7665,translate order by,VB NN IN,hibernate-orm,Template.java
7666,get session factory,VB NN NN,hibernate-orm,Template.java
7667,get dialect,VB NN,hibernate-orm,Template.java
7668,get sql function registry,VB NNP NN NN,hibernate-orm,Template.java
7669,get column mapper,VB NN NN,hibernate-orm,Template.java
7670,is named parameter,VBZ JJ NN,hibernate-orm,Template.java
7671,is function or keyword,VBZ NN CC NN,hibernate-orm,Template.java
7672,is function,VBZ NN,hibernate-orm,Template.java
7673,is identifier,VBZ NN,hibernate-orm,Template.java
7674,is boolean,VBZ NN,hibernate-orm,Template.java
7675,get key,VB NN,hibernate-orm,Component4.java
7676,set key,VB NN,hibernate-orm,Component4.java
7677,get value,VB NN,hibernate-orm,Component4.java
7678,set value,VB NN,hibernate-orm,Component4.java
7679,get description,VB NN,hibernate-orm,Component4.java
7680,set description,VB NN,hibernate-orm,Component4.java
7681,hash code,NN NN,hibernate-orm,Component4.java
7682,equals,VBZ,hibernate-orm,Component4.java
7683,to string,TO NN,hibernate-orm,Component4.java
7684,get annotated classes,VB JJ NNS,hibernate-orm,LazyGroupAccessTestTask.java
7685,prepare,VB,hibernate-orm,LazyGroupAccessTestTask.java
7686,execute,VB,hibernate-orm,LazyGroupAccessTestTask.java
7687,assert loaded,VB VBN,hibernate-orm,LazyGroupAccessTestTask.java
7688,assert not loaded,VB RB VBN,hibernate-orm,LazyGroupAccessTestTask.java
7689,cleanup,NN,hibernate-orm,LazyGroupAccessTestTask.java
7690,get value,VB NN,hibernate-orm,Down.java
7691,set value,VB NN,hibernate-orm,Down.java
7692,add,VB,hibernate-orm,SimpleFieldTracker.java
7693,contains,VBZ,hibernate-orm,SimpleFieldTracker.java
7694,clear,VB,hibernate-orm,SimpleFieldTracker.java
7695,is empty,VBZ JJ,hibernate-orm,SimpleFieldTracker.java
7696,get,VB,hibernate-orm,SimpleFieldTracker.java
7697,suspend,VB,hibernate-orm,SimpleFieldTracker.java
7698,set up,VB RP,hibernate-orm,QuotedTableNameWithForeignKeysSchemaUpdateTest.java
7699,test update existing schema,VB VB JJ NN,hibernate-orm,QuotedTableNameWithForeignKeysSchemaUpdateTest.java
7700,test generating update script,VB VBG NN NN,hibernate-orm,QuotedTableNameWithForeignKeysSchemaUpdateTest.java
